name,power,gender,description,in_endgame,movies_in,strength,intelligence,agility
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,real far send allow sport bill test scienc ironman save day,True,9,82,99,52
Captain America,master tactician combat strategi battlefield analysi leadership,Male,listen situat billion room particularli countri talk pick chanc build captain america save day,True,6,76,79,75
Ironman,geniu engin energi weapon missil launcher,Male,dinner articl hit mission whole reach view dog feder hous take alon number might number ironman save day,True,9,73,99,70
Captain America,peak human abil vibranium shield,Male,resourc money sinc specif despit beauti gun data sure gun listen card bodi treat guess support captain america save day,True,5,88,77,73
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,peac televis would medic less phone decad appli hulk save day,True,5,95,52,39
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,alreadi center presid like truth anim red candid hulk save day,True,4,98,37,42
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,ok physic thousand without section religi word sound enjoy tonight view floor ground black widow save day,True,6,40,87,89
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,kid hear piec ahead compani blue last card black widow save day,True,5,55,80,96
Black Widow,multilingu fluent dozen languag global undercov oper,Female,reach ahead environment democrat surfac import follow push speak interest end black widow save day,True,5,52,82,86
Ironman,geniu engin energi weapon missil launcher,Male,major shake pass plant idea whole also ironman save day,True,7,66,100,71
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,career seek arriv everyon pretti reduc car ironman save day,True,8,67,98,61
Spiderman,intellect web shooter,Male,past view threat drive attack order land public analysi keep music spiderman save day,True,4,57,56,94
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,one cut notic street anyth account piec requir woman support say never fact hulk save day,True,4,96,47,47
Captain America,master tactician combat strategi battlefield analysi leadership,Male,chair center actual store indic captain america save day,True,6,88,80,87
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,career includ late condit opportun republican dark lawyer econom realiti trade someon respons box hulk save day,True,4,96,41,69
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,although wrong upon intern pattern anyth imagin fill plan discuss look captain america save day,True,8,82,79,76
Hulk,superhuman strength anger durabl heal factor,Male,institut approach health laugh may stop like mother stay tonight hulk save day,True,4,98,24,36
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,old view world presid allow instead custom thousand black widow save day,True,3,65,83,91
Captain America,indomit expert tactician shield throw,Male,money bill everyon part third teacher avoid throughout instead seri captain america save day,True,6,86,79,87
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,mission citi health execut impact full smile posit behind question exist rich prevent spiderman save day,True,8,74,73,98
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,standard dark wide shoulder accord strong list expert commerci entir resourc hulk save day,False,5,98,52,37
Ironman,power armor suit repulsor flight,Male,speech person three spring ahead never exactli charg today prevent ironman save day,True,10,62,100,62
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,behavior discuss night respond red inform spiderman save day,True,4,58,86,98
Black Widow,peak human condit espionag wrist stinger,Female,scientist hair allow phone weight medic even suggest black widow save day,True,7,44,82,93
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,american studi eight phone intern collect report tend maintain fact black widow save day,True,4,56,88,98
Hulk,gamma radiat empow massiv leap anger,Male,compani teacher southern front box dinner main hulk save day,True,7,98,31,34
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,determin statement travel impact caus watch fight manag best thought career law provid sea spiderman save day,True,5,64,69,100
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,manag follow exist natur candid system small thu sever anim ironman save day,True,8,82,100,62
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,particularli shoulder lay though offer respons hundr challeng reach throughout team sing spiderman save day,True,3,57,80,90
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,manag polit treat success visit bill differ stay catch year technolog right difficult captain america save day,True,6,89,89,86
Hulk,power angryinfinit strength proport anger thunder clap,Male,perform benefit babi seem societi dark product make energi ga hulk save day,True,5,99,50,83
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,attorney board sport side manag produc bed stage thought hulk save day,True,4,96,51,48
Hulk,superhuman strength anger durabl heal factor,Male,administr fund front return deep presid mission vote thank mr scientist hulk save day,True,1,96,37,38
Ironman,nanotechnolog suit super strength flight,Male,everi stori trial never attent choic fast enjoy happen point control affect ironman save day,True,8,75,100,68
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,outsid goal offici defens prevent differ spiderman save day,True,6,56,76,95
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,green singl build bad manag accord tax summer firm togeth thing ever ironman save day,True,8,73,95,66
Black Widow,multilingu fluent dozen languag global undercov oper,Female,decis reduc get specif someon debat record mean stop signific elect life black widow save day,False,7,52,90,94
Hulk,gamma radiat empow massiv leap anger,Male,treat church factor kid media run posit hulk save day,True,6,97,13,52
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,noth huge real art sport live pictur last free guess ironman save day,True,9,65,100,60
Captain America,pound snap steel chain,Male,staff mr read appear third amount answer fight enough reach social captain america save day,True,6,86,72,83
Ironman,nanotechnolog suit super strength flight,Male,develop open compar fill read camera rock hot ye whole ironman save day,True,8,82,96,79
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,requir human public health tonight later easi ask network spiderman save day,True,3,64,82,98
Ironman,nanotechnolog suit super strength flight,Male,defens alreadi end thu music presid chanc hotel oper tax card may bed hair action ironman save day,True,9,70,99,57
Captain America,master tactician combat strategi battlefield analysi leadership,Male,big argu appear sure pay ten skin perhap law less per big captain america save day,True,6,85,76,78
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,ten affect test power discuss firm term mother cost ironman save day,True,9,81,97,63
Ironman,power armor suit repulsor flight,Male,deep mean repres societi heart polici side ironman save day,True,9,70,99,64
Spiderman,adher surfac via static silk format,Male,suggest begin right coupl environment purpos owner could seven right next look thank spiderman save day,True,3,60,73,100
Black Widow,master spi martial artist expert marksman,Female,articl research els either question tax govern respons glass black widow save day,True,4,43,76,86
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,financi media polit fast nice concern peac away behavior republican trip product system certainli futur govern black widow save day,True,8,64,83,87
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,mr need compar figur exist lose four resourc cultur troubl technolog room hear captain america save day,True,8,81,72,78
Black Widow,peak human condit espionag wrist stinger,Female,mani strategi list goal peac next case attack heavi audienc back site fear black widow save day,True,7,60,80,97
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,question bring agent pay detail group part crime hulk save day,True,5,98,50,51
Black Widow,master spi martial artist expert marksman,Female,cover strong audienc white everybodi throughout scienc want charg kitchen public set action bring find black widow save day,True,8,56,83,85
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,world task thu sort voic happen actual purpos public hulk save day,False,4,93,46,35
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,practic law box materi almost everyon still everyth particular manag televis black widow save day,False,7,58,84,89
Ironman,geniu engin energi weapon missil launcher,Male,seat draw word collect becom rememb polic though land enter econom ironman save day,True,10,64,97,49
Hulk,power angryinfinit strength proport anger thunder clap,Male,guess professor charg send instead direct soon includ import learn system gun hulk save day,True,6,100,22,53
Black Widow,master spi martial artist expert marksman,Female,tv intern back camera add mind build cultur black widow save day,True,7,50,85,92
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,size show show news tabl page bit anyon watch sometim hulk save day,False,4,99,38,68
Captain America,enhanc strength endur martial art expert,Male,start major red tend necessari parent color water hope gener scientist whose mother organ captain america save day,True,3,83,81,73
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,former someon black better develop section newspap reach determin hear leg quickli spiderman save day,True,5,61,68,97
Captain America,indomit expert tactician shield throw,Male,brother nearli great deep howev issu free kid captain america save day,True,7,82,79,79
Captain America,peak human abil vibranium shield,Male,capit whatev societi call gener add rang appear stop involv other account lose captain america save day,True,7,76,77,81
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,power say sell reflect send set fli hulk save day,True,6,97,51,54
Captain America,enhanc reflex see object slow motion dodg bullet,Male,toward fall move caus make fine treat paper member reach product alreadi center captain america save day,True,9,85,86,88
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,fine home shake notic make network much like hulk save day,True,3,97,34,51
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,author coach film see notic eye buy read record spiderman save day,True,5,54,90,97
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,thousand book half peopl half compar next attack rememb daughter wonder draw hulk save day,True,4,100,45,46
Hulk,gamma radiat empow massiv leap anger,Male,soldier wall manag doctor news grow end hulk save day,True,5,99,59,31
Black Widow,multilingu fluent dozen languag global undercov oper,Female,season develop avoid church friend law save public black widow save day,True,3,62,86,97
Captain America,master tactician combat strategi battlefield analysi leadership,Male,test well rais establish player base attorney fear republican captain america save day,True,5,97,89,83
Ironman,power armor suit repulsor flight,Male,challeng last cold deep cover amount bad rais dark state challeng organ floor road ironman save day,True,10,65,100,66
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,avail defens enter valu thing hard citizen spiderman save day,True,3,55,81,96
Ironman,power armor suit repulsor flight,Male,hair first east develop scienc job style care run leg grow figur ironman save day,True,6,73,100,55
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,partner sing administr main accord confer becom prepar thought indic southern signific realiz deal polici mission hulk save day,True,3,98,39,47
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,leg rest interest discov leav choic countri allow spiderman save day,True,4,73,73,88
Ironman,power armor suit repulsor flight,Male,win group import civil natur travel read lose doctor actual becom book manag ironman save day,True,10,60,99,56
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,man offer plant north wind sister mother sometim suffer black widow save day,True,5,56,84,92
Spiderman,,Male,five feel special boy support possibl qualiti clearli worker compani civil nice spiderman save day,True,6,54,74,100
Ironman,nanotechnolog suit super strength flight,Male,age decad mr data model els low role center recogn adult profession analysi ironman save day,True,8,85,100,61
Black Widow,master spi martial artist expert marksman,Female,feel financi writer accord machin reach boy page black widow save day,True,4,60,91,94
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,strong feder right firm movi decad rate son hulk save day,True,5,97,43,46
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,agreement share manag wife gun lose job elect rather hulk save day,False,5,98,38,48
Ironman,power armor suit repulsor flight,Male,without rather sport result sound new task cultur son ironman save day,True,7,55,100,63
Captain America,indomit expert tactician shield throw,Male,import page theori wear huge boy speak invest control earli democrat certain fire act captain america save day,True,7,87,81,78
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,far plant fear thought whole term possibl whatev action center among hour natur ironman save day,True,8,93,96,78
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,give voic walk live probabl record beyond captain america save day,True,5,81,77,71
Spiderman,intellect web shooter,Male,ever person pass behavior polit option oil commerci person top front american tell ball spiderman save day,True,2,64,70,97
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,color want record black year ahead upon forc captain america save day,True,7,90,76,85
Black Widow,peak human condit espionag wrist stinger,Female,admit market hour head nation board differ window howev discuss none poor black widow save day,True,4,51,92,94
Spiderman,,Male,four collect member box member town glass road standard spring spiderman save day,True,2,70,74,99
Ironman,nanotechnolog suit super strength flight,Male,way next newspap second short offic purpos reflect interview ironman save day,True,7,81,96,85
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,avail ball part assum everi plan natur foot ye law paint spiderman save day,False,3,58,77,100
Hulk,superhuman strength anger durabl heal factor,Male,event seriou collect close old card social hulk save day,False,6,98,33,54
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,democrat hundr full nearli recent religi claim ironman save day,True,9,74,97,68
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,window choic forc shake power poor financi join well ironman save day,True,8,74,96,70
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,carri rest place wish dark camera realiz arriv carri surfac learn commerci hulk save day,True,6,94,50,63
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,respons coach know languag risk treatment past polic social arm provid imag messag seek civil spiderman save day,True,3,48,70,90
Captain America,indomit expert tactician shield throw,Male,discov american mention later happen marriag event agent kid enter captain america save day,False,6,86,82,82
Spiderman,adher surfac via static silk format,Male,daughter respond draw public feel first sell author leader spiderman save day,True,4,62,85,92
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,magazin set easi check memori econom short ten ye easi star captain america save day,True,7,98,82,73
Spiderman,intellect web shooter,Male,food argu grow issu includ radio spiderman save day,True,8,44,73,97
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,four old center glass whose recogn hot organ visit final heavi social spend prove stock spiderman save day,True,5,70,68,97
Ironman,power armor suit repulsor flight,Male,room wear throughout seri adult safe difficult theori ironman save day,True,8,66,97,81
Black Widow,multilingu fluent dozen languag global undercov oper,Female,west subject properti make pictur far despit black widow save day,True,6,50,85,98
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,rang much often parti tough movement action law hulk save day,True,4,97,40,63
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,hard expert popular within bed order oil spiderman save day,True,5,64,79,90
